ID PThresh OR Pvalue Beta SE CI95_lower CI95_upper NAnnotThesh NAnnot NThresh N linkID Annotation Celltype Tissue Type Category
6 0.001 1.4515367689568 0.335313817992339 0.372622835857742 0.386752529279937 -0.385412121530934 1.13065779324642 13 479 44 2396 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 1e-04 1.37728829011744 0.590325866775786 0.3201165588484 0.594610036995825 -0.845319113663416 1.48555223136022 5 479 21 2396 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 1e-05 2.78743120495175 0.189196455300165 1.02512045664375 0.780770565674169 -0.505189852077622 2.55543076536512 3 479 9 2396 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 5e-08 2.57999212836427 0.456453176657643 0.94778634790727 1.27270915939017 -1.54672360449746 3.442296300312 1 479 3 2396 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
6 1e-09 2.57999212836427 0.456453176657643 0.94778634790727 1.27270915939017 -1.54672360449746 3.442296300312 1 479 3 2396 5 cisCRDQTLs_methyl_tcell_mean.txt 0 0 0 0
7 0.01 2.01166262919411e-05 0.983885829928764 -10.8139639061195 535.411268700337 -1060.22005055878 1038.59212274654 0 1 185 2396 6 trans_aCRDQTLs_MON.txt 0 0 0 0
7 0.001 4.31210160233422e-05 0.990914958615335 -10.0515000689477 882.743740650905 -1740.22923174472 1720.12623160683 0 1 44 2396 6 trans_aCRDQTLs_MON.txt 0 0 0 0
7 1e-04 1.28818477447532e-07 0.999286065295496 -15.8648615751218 17730.3699359072 -34767.3899359532 34735.660212803 0 1 21 2396 6 trans_aCRDQTLs_MON.txt 0 0 0 0
7 1e-05 3.01456203901958e-08 0.999713314252073 -17.3172261850146 48196.1423320557 -94481.7561970141 94447.1217446441 0 1 9 2396 6 trans_aCRDQTLs_MON.txt 0 0 0 0
7 5e-08 6.1034044721067e-10 0.999921626341122 -21.2170042042653 216000.124228105 -423381.46049129 423339.026482881 0 1 3 2396 6 trans_aCRDQTLs_MON.txt 0 0 0 0
7 1e-09 6.1034044721067e-10 0.999921626341122 -21.2170042042653 216000.124228105 -423381.46049129 423339.026482881 0 1 3 2396 6 trans_aCRDQTLs_MON.txt 0 0 0 0
8 0.01 3.38201257247301e-06 0.979952043318426 -12.5970395900279 501.294263934519 -995.133796901685 969.939717721629 0 3 185 2396 7 trans_aCRDQTLs_NEU.txt 0 0 0 0
8 0.001 5.85396838586558e-06 0.988373131576011 -12.0483907701421 826.781932292824 -1632.54097806408 1608.44419652379 0 3 44 2396 7 trans_aCRDQTLs_NEU.txt 0 0 0 0
8 1e-04 5.09637314301862e-08 0.998670509024503 -16.7921516056358 10077.6857878778 -19769.056295846 19735.4719926348 0 3 21 2396 7 trans_aCRDQTLs_NEU.txt 0 0 0 0
8 1e-05 1.48115993850163e-08 0.999477479101403 -18.0278552209111 27528.365574672 -53973.624381578 53937.5686711361 0 3 9 2396 7 trans_aCRDQTLs_NEU.txt 0 0 0 0
8 5e-08 7.35636907325843e-10 0.999853445960408 -21.0302844513659 114495.234831885 -224431.690554946 224389.629986043 0 3 3 2396 7 trans_aCRDQTLs_NEU.txt 0 0 0 0
8 1e-09 7.35636907325843e-10 0.999853445960408 -21.0302844513659 114495.234831885 -224431.690554946 224389.629986043 0 3 3 2396 7 trans_aCRDQTLs_NEU.txt 0 0 0 0
9 0.01 0.745047913864039 0.238227775266861 -0.294306748759167 0.249533450818481 -0.783392312363389 0.194778814845055 0 0 185 2396 8 trans_aCRDQTLs_TCL.txt 0 0 0 0
9 0.001 0.418070284632613 0.146192132386187 -0.872105715538077 0.600163356515574 -2.0484258943086 0.304214463232448 0 0 44 2396 8 trans_aCRDQTLs_TCL.txt 0 0 0 0
9 1e-04 0.681401304894538 0.603424200331405 -0.383603858737236 0.738434382323122 -1.83093524809056 1.06372753061608 0 0 21 2396 8 trans_aCRDQTLs_TCL.txt 0 0 0 0
9 1e-05 0.61463349427124 0.692906296993999 -0.486729133095396 1.23249373786875 -2.90241685931815 1.92895859312736 0 0 9 2396 8 trans_aCRDQTLs_TCL.txt 0 0 0 0
9 5e-08 1.10216196643074 0.999993331218411 0.0972736749134821 11638.2823988217 -22810.9362280156 22811.1307753655 0 0 3 2396 8 trans_aCRDQTLs_TCL.txt 0 0 0 0
9 1e-09 1.10216196643074 0.999993331218411 0.0972736749134821 11638.2823988217 -22810.9362280156 22811.1307753655 0 0 3 2396 8 trans_aCRDQTLs_TCL.txt 0 0 0 0
