CRD_ID	CRD_ID_start	CRD_ID_end	gene1	gene2	gene1_start	gene2_start	adj_pval	dist_btw_genes	meanCRD_dist_2_genes	CRD_gene1_dist	CRD_gene2_dist	pval_CRDgene1	pval_CRDgene2	meanHiC_CRD_genes	sameCRD
11_internal_11465	64140306	64218486	ENSG00000162302.8	ENSG00000181908.4	64126620	64216546	5.31519203616564e-11	89926	6843	13686	0	1.09792e-26	1.63275e-11	7.2451130627008	0
11_internal_11465	64140306	64218486	ENSG00000231680.1	ENSG00000181908.4	64163303	64216546	3.55388871778474e-14	53243	0	0	0	1.84291e-28	1.63275e-11	0	0
11_internal_8392	64754487	64765386	ENSG00000168062.5	ENSG00000173825.6	64764517	65122238	0.550090025217065	357721	178426	0	356852	2.66949e-05	7.95892e-05	0	0
18_internal_4069	799664	831946	ENSG00000079134.7	ENSG00000079134.7	268050	268050	1	0	531614	531614	531614	0.986614	0.00251651	6.88473857945614	0
18_internal_5117	3160981	3583050	ENSG00000132205.6	ENSG00000101608.6	2847028	3247479	0.421875042517603	400451	156976	313953	0	0.00234781	0.00141062	15.1785469428282	0
18_internal_3167	3720230	3749750	ENSG00000265399.1	ENSG00000262001.1	3190395	3602998	0.00280509217303579	412603	323533	529835	117232	0.00263378	0.00251273	0	0
18_internal_3916	3652278	3666772	ENSG00000177337.3	ENSG00000177337.3	3593730	3593730	1	0	58548	58548	58548	0.936491	0.000161247	6.71296054441588	0
18_internal_4914	5416869	5544439	ENSG00000266288.1	ENSG00000265316.1	5385329	5463626	0.00484287547558449	78297	15770	31540	0	2.19675e-11	3.51979e-05	0	0
18_internal_3598	5974446	6415609	ENSG00000265487.1	ENSG00000266846.1	5956100	6025090	1.3233068156475e-06	68990	9173	18346	0	2.03778e-13	3.76722e-15	0	0
18_internal_3598	5974446	6415609	ENSG00000265487.1	ENSG00000264707.1	5956100	6256746	4.49223127694028e-07	300646	9173	18346	0	2.03778e-13	1.39947e-26	0	0
18_internal_3598	5974446	6415609	ENSG00000266846.1	ENSG00000264707.1	6025090	6256746	1.13300472395676e-11	231656	0	0	0	3.76722e-15	1.39947e-26	0	0
18_internal_4491	9474314	9496377	ENSG00000017797.7	ENSG00000266805.1	9475007	9506240	0.007751683723054	31233	4931	0	9863	5.14382e-14	1.02116e-05	0	0
18_internal_3584	10005144	10262368	ENSG00000168454.9	ENSG00000154856.7	9885763	10454625	0.970101025868067	568862	155819	119381	192257	0.000366871	0.869625	0	0
18_internal_3584	10005144	10262368	ENSG00000168454.9	ENSG00000154856.7	9885763	10454625	0.970101025868067	568862	155819	119381	192257	0.000366871	0.000178179	0	0
18_internal_3584	10005144	10262368	ENSG00000154856.7	ENSG00000154856.7	10454625	10454625	1	0	192257	192257	192257	0.869625	0.000178179	8.0154010963064	0
18_internal_3389	10590582	10622552	ENSG00000154856.7	ENSG00000154856.7	10454625	10454625	1	0	135957	135957	135957	0.895082	0.00141699	0	0
18_internal_3312	12307960	12318744	ENSG00000176014.8	ENSG00000141385.5	12307668	12377313	2.62818201162314e-15	69645	29430	292	58569	1.04285e-20	0.00110877	0	0
18_internal_3312	12307960	12318744	ENSG00000176014.8	ENSG00000141391.9	12307668	12407895	0.213640456758254	100227	44721	292	89151	1.04285e-20	0.00136391	0	0
18_internal_3312	12307960	12318744	ENSG00000176014.8	ENSG00000267199.1	12307668	12438889	0.0064396528578028	131221	60218	292	120145	1.04285e-20	0.0025864	0	0
18_internal_3312	12307960	12318744	ENSG00000141385.5	ENSG00000141391.9	12377313	12407895	0.417602808610442	30582	73860	58569	89151	0.00110877	0.00136391	0	0
18_internal_3312	12307960	12318744	ENSG00000141385.5	ENSG00000267199.1	12377313	12438889	0.745770853518962	61576	89357	58569	120145	0.00110877	0.0025864	0	0
18_internal_3312	12307960	12318744	ENSG00000141391.9	ENSG00000267199.1	12407895	12438889	0.0890630860409021	30994	104648	89151	120145	0.00136391	0.0025864	0	0
18_internal_3479	12595331	12658687	ENSG00000176014.8	ENSG00000267199.1	12307668	12438889	0.0064396528578028	131221	222052	287663	156442	0.00242498	5.17389e-21	0	0
18_internal_4611	13215796	13468175	ENSG00000267690.1	ENSG00000267136.1	13427479	13522887	4.18355407402675e-06	95408	27356	0	54712	0.00158223	0.00265851	2.13971522765337	0
18_internal_3447	13469216	13541429	ENSG00000267690.1	ENSG00000267503.1	13427479	13565034	0.000519475918175754	137555	32671	41737	23605	0.00181946	0.970274	0	0
18_internal_3447	13469216	13541429	ENSG00000267690.1	ENSG00000267503.1	13427479	13565034	0.000519475918175754	137555	32671	41737	23605	0.00181946	0.00111076	0	0
18_internal_3447	13469216	13541429	ENSG00000267503.1	ENSG00000267503.1	13565034	13565034	1	0	23605	23605	23605	0.970274	0.00111076	0	0
18_internal_4208	21546733	21720032	ENSG00000168234.8	ENSG00000265204.1	21572737	21679284	7.04988155573599e-21	106547	0	0	0	1.7665e-31	7.15858e-13	2.52948027295718	0
18_internal_4208	21546733	21720032	ENSG00000168234.8	ENSG00000264924.1	21572737	21700967	4.22949270147157e-29	128230	0	0	0	1.7665e-31	2.10122e-20	2.52948027295718	0
18_internal_4208	21546733	21720032	ENSG00000265204.1	ENSG00000264924.1	21679284	21700967	3.22807772335458e-21	21683	0	0	0	7.15858e-13	2.10122e-20	2.35121081435597	0
18_internal_3560	21547369	21699029	ENSG00000168234.8	ENSG00000264924.1	21572737	21700967	4.22949270147157e-29	128230	969	0	1938	5.84711e-07	4.55384e-05	2.52948027295718	0
18_internal_3539	29231912	29266005	ENSG00000259985.1	ENSG00000118276.7	29265618	29265799	0.0344309844025112	181	0	0	0	0.000483523	0.000294029	5.05107316150574	0
18_internal_3413	29605313	29632193	ENSG00000101695.4	ENSG00000263917.1	29598335	29598792	7.65953963215613e-20	457	6749	6978	6521	0.00168788	0.00302993	5.01637869656196	0
18_internal_3522	29628107	29668589	ENSG00000134758.9	ENSG00000263393.1	29671818	29704441	1.85263643144395e-11	32623	19540	3229	35852	0.000319106	0.00524781	7.55353526476296	0
18_internal_3295	29736494	30051864	ENSG00000134758.9	ENSG00000134758.9	29671818	29671818	1	0	64676	64676	64676	0.988573	0.00282847	1.71831243021551	0
19_internal_9738	543136	584846	ENSG00000099804.3	ENSG00000267751.1	531714	572215	1.15187818085999e-07	40501	5711	11422	0	1.07968e-11	3.74553e-20	2.32697453314336	0
19_internal_9738	543136	584846	ENSG00000099804.3	ENSG00000267276.1	531714	583498	1.97479734697896e-12	51784	5711	11422	0	1.07968e-11	8.70402e-14	2.32697453314336	0
19_internal_9738	543136	584846	ENSG00000267751.1	ENSG00000267276.1	572215	583498	6.05192531593455e-13	11283	0	0	0	3.74553e-20	8.70402e-14	0	0
19_internal_6135	1126003	1182877	ENSG00000070404.4	ENSG00000116032.5	676392	1000418	0.521521447727745	324026	287598	449611	125585	0.00175701	0.000367339	0	0
19_internal_7757	855262	897239	ENSG00000197766.2	ENSG00000175221.9	859453	893218	0.000178305109768109	33765	0	0	0	3.57803e-09	1.47522e-07	0	0
19_internal_7757	855262	897239	ENSG00000197766.2	ENSG00000267232.1	859453	1875015	0.547041264190965	1015562	488888	0	977776	3.57803e-09	0.966173	0	0
19_internal_7757	855262	897239	ENSG00000197766.2	ENSG00000267232.1	859453	1875015	0.547041264190965	1015562	488888	0	977776	3.57803e-09	0.830887	0	0
19_internal_7757	855262	897239	ENSG00000197766.2	ENSG00000267232.1	859453	1875015	0.547041264190965	1015562	488888	0	977776	3.57803e-09	0.000713962	0	0
19_internal_7757	855262	897239	ENSG00000175221.9	ENSG00000267232.1	893218	1875015	0.584611842326081	981797	488888	0	977776	1.47522e-07	0.966173	0	0
19_internal_7757	855262	897239	ENSG00000175221.9	ENSG00000267232.1	893218	1875015	0.584611842326081	981797	488888	0	977776	1.47522e-07	0.830887	0	0
19_internal_7757	855262	897239	ENSG00000175221.9	ENSG00000267232.1	893218	1875015	0.584611842326081	981797	488888	0	977776	1.47522e-07	0.000713962	0	0
19_internal_7757	855262	897239	ENSG00000267232.1	ENSG00000267232.1	1875015	1875015	1	0	977776	977776	977776	0.966173	0.830887	0	0
19_internal_7757	855262	897239	ENSG00000267232.1	ENSG00000267232.1	1875015	1875015	1	0	977776	977776	977776	0.966173	0.000713962	0	0
19_internal_7757	855262	897239	ENSG00000267232.1	ENSG00000267232.1	1875015	1875015	1	0	977776	977776	977776	0.830887	0.000713962	0	0
19_internal_7026	1025739	1043784	ENSG00000064666.9	ENSG00000267020.1	1026212	1039063	7.27039936205663e-73	12851	0	0	0	4.45663e-11	3.17055e-11	0	0
19_internal_7026	1025739	1043784	ENSG00000064666.9	ENSG00000064687.8	1026212	1040102	1.05981533142475e-18	13890	0	0	0	4.45663e-11	1.9283e-07	0	0
19_internal_7026	1025739	1043784	ENSG00000267020.1	ENSG00000064687.8	1039063	1040102	1.1780006220218e-15	1039	0	0	0	3.17055e-11	1.9283e-07	0	0
19_internal_6035	1894920	1906337	ENSG00000267493.2	ENSG00000267232.1	1270240	1875015	0.732905671107223	604775	322292	624680	19905	0.000938802	0.90028	0	0
19_internal_6035	1894920	1906337	ENSG00000267493.2	ENSG00000267232.1	1270240	1875015	0.732905671107223	604775	322292	624680	19905	0.000938802	0.000659609	0	0
19_internal_6035	1894920	1906337	ENSG00000267493.2	ENSG00000261526.1	1270240	1876168	0.998442747638888	605928	321716	624680	18752	0.000938802	0.00129472	0	0
19_internal_6035	1894920	1906337	ENSG00000267232.1	ENSG00000267232.1	1875015	1875015	1	0	19905	19905	19905	0.90028	0.000659609	0	0
19_internal_6035	1894920	1906337	ENSG00000267232.1	ENSG00000261526.1	1875015	1876168	1.55266909325324e-61	1153	19328	19905	18752	0.90028	0.00129472	0	0
19_internal_6035	1894920	1906337	ENSG00000267232.1	ENSG00000261526.1	1875015	1876168	1.55266909325324e-61	1153	19328	19905	18752	0.000659609	0.00129472	0	0
19_internal_5894	1128942	1157004	ENSG00000267232.1	ENSG00000261526.1	1875015	1876168	1.55266909325324e-61	1153	718587	718011	719164	3.91472e-05	0.000533482	0	0
19_internal_8913	2657520	2777034	ENSG00000267749.1	ENSG00000176533.8	2643851	2702707	0.0138718046414449	58856	6834	13669	0	0.000894522	3.08586e-11	4.30883628903394	0
19_internal_8913	2657520	2777034	ENSG00000267749.1	ENSG00000261342.1	2643851	2729325	0.812034967458044	85474	6834	13669	0	0.000894522	0.000470097	4.30883628903394	0
19_internal_8913	2657520	2777034	ENSG00000267749.1	ENSG00000267001.1	2643851	2740046	0.359953039152278	96195	6834	13669	0	0.000894522	1.30713e-12	4.30883628903394	0
19_internal_8913	2657520	2777034	ENSG00000267749.1	ENSG00000141873.6	2643851	2740150	0.507159063831109	96299	6834	13669	0	0.000894522	1.11425e-13	4.30883628903394	0
19_internal_8913	2657520	2777034	ENSG00000267749.1	ENSG00000104969.5	2643851	2783369	0.829520503978521	139518	10002	13669	6335	0.000894522	9.23195e-07	4.30883628903394	0
19_internal_8913	2657520	2777034	ENSG00000267749.1	ENSG00000172006.7	2643851	2819872	0.966930829166157	176021	28253	13669	42838	0.000894522	2.12784e-05	4.30883628903394	0
19_internal_8913	2657520	2777034	ENSG00000176533.8	ENSG00000261342.1	2702707	2729325	0.322767275487145	26618	0	0	0	3.08586e-11	0.000470097	1.01815722831091	0
19_internal_8913	2657520	2777034	ENSG00000176533.8	ENSG00000267001.1	2702707	2740046	0.000130498988030812	37339	0	0	0	3.08586e-11	1.30713e-12	1.01815722831091	0
19_internal_8913	2657520	2777034	ENSG00000176533.8	ENSG00000141873.6	2702707	2740150	0.000204476001425978	37443	0	0	0	3.08586e-11	1.11425e-13	1.01815722831091	0
19_internal_8913	2657520	2777034	ENSG00000176533.8	ENSG00000104969.5	2702707	2783369	0.332292755302645	80662	3167	0	6335	3.08586e-11	9.23195e-07	1.01815722831091	0
19_internal_8913	2657520	2777034	ENSG00000176533.8	ENSG00000172006.7	2702707	2819872	0.102189579953938	117165	21419	0	42838	3.08586e-11	2.12784e-05	1.01815722831091	0
19_internal_8913	2657520	2777034	ENSG00000261342.1	ENSG00000267001.1	2729325	2740046	6.1690658870229e-05	10721	0	0	0	0.000470097	1.30713e-12	2.18147211434768	0
19_internal_8913	2657520	2777034	ENSG00000261342.1	ENSG00000141873.6	2729325	2740150	2.35532313393133e-06	10825	0	0	0	0.000470097	1.11425e-13	2.18147211434768	0
19_internal_8913	2657520	2777034	ENSG00000261342.1	ENSG00000104969.5	2729325	2783369	0.0293266330001325	54044	3167	0	6335	0.000470097	9.23195e-07	2.18147211434768	0
19_internal_8913	2657520	2777034	ENSG00000261342.1	ENSG00000172006.7	2729325	2819872	0.155322638392664	90547	21419	0	42838	0.000470097	2.12784e-05	2.18147211434768	0
19_internal_8913	2657520	2777034	ENSG00000267001.1	ENSG00000141873.6	2740046	2740150	3.66284420148032e-54	104	0	0	0	1.30713e-12	1.11425e-13	3.27996802646801	0
19_internal_8913	2657520	2777034	ENSG00000267001.1	ENSG00000104969.5	2740046	2783369	0.222006548239076	43323	3167	0	6335	1.30713e-12	9.23195e-07	3.27996802646801	0
19_internal_8913	2657520	2777034	ENSG00000267001.1	ENSG00000172006.7	2740046	2819872	0.0297197113407576	79826	21419	0	42838	1.30713e-12	2.12784e-05	3.27996802646801	0
19_internal_8913	2657520	2777034	ENSG00000141873.6	ENSG00000104969.5	2740150	2783369	0.403016929106966	43219	3167	0	6335	1.11425e-13	9.23195e-07	3.27996802646801	0
19_internal_8913	2657520	2777034	ENSG00000141873.6	ENSG00000172006.7	2740150	2819872	0.00456299258153754	79722	21419	0	42838	1.11425e-13	2.12784e-05	3.27996802646801	0
19_internal_8913	2657520	2777034	ENSG00000104969.5	ENSG00000172006.7	2783369	2819872	0.746174231820999	36503	24586	6335	42838	9.23195e-07	2.12784e-05	0	0
19_internal_6591	2840517	2901591	ENSG00000186300.7	ENSG00000171970.8	2841433	2900896	0.234879360534461	59463	0	0	0	5.50267e-09	0.000965335	0	0
19_internal_8248	2887566	2889441	ENSG00000186300.7	ENSG00000267063.1	2841433	2858714	7.33616202592769e-13	17281	37492	46133	28852	0.00118196	0.000351794	0	0
19_internal_6740	3093818	3104761	ENSG00000088256.4	ENSG00000267139.1	3094408	3119302	1.23885557244037e-29	24894	7270	0	14541	7.01451e-15	4.87845e-08	0	0
19_internal_6740	3093818	3104761	ENSG00000088256.4	ENSG00000267688.1	3094408	3122126	3.18927367143708e-42	27718	8682	0	17365	7.01451e-15	1.95839e-09	0	0
19_internal_6740	3093818	3104761	ENSG00000267139.1	ENSG00000267688.1	3119302	3122126	4.12097688939851e-12	2824	15953	14541	17365	4.87845e-08	1.95839e-09	0	0
19_internal_9093	3132671	3156289	ENSG00000060558.3	ENSG00000267551.2	3136191	3155173	1.3364140896281e-16	18982	0	0	0	0.000308325	1.52014e-06	5.22146764355957	0
19_internal_6414	4557955	4636913	ENSG00000214456.4	ENSG00000267385.1	4535236	4540079	2.75667747372126e-55	4843	20297	22719	17876	0.00149487	0.00249501	0	0
2_internal_20727	3465335	7022228	ENSG00000171863.8	ENSG00000225964.1	3622795	6980595	0.376890791649383	3357800	0	0	0	2.38194e-05	3.32996e-07	32.2916715775156	0
2_internal_20727	3465335	7022228	ENSG00000171863.8	ENSG00000134321.7	3622795	7005937	0.000761953707447733	3383142	0	0	0	2.38194e-05	6.08171e-14	32.2916715775156	0
2_internal_20727	3465335	7022228	ENSG00000171863.8	ENSG00000134326.7	3622795	7006766	0.00160421821282211	3383971	0	0	0	2.38194e-05	3.97854e-15	32.2916715775156	0
2_internal_20727	3465335	7022228	ENSG00000171863.8	ENSG00000228203.1	3622795	7058813	0.488312309468968	3436018	18292	0	36585	2.38194e-05	1.33794e-07	32.2916715775156	0
2_internal_20727	3465335	7022228	ENSG00000171863.8	ENSG00000223884.1	3622795	7218011	0.433262871977962	3595216	97891	0	195783	2.38194e-05	0.00189418	32.2916715775156	0
2_internal_20727	3465335	7022228	ENSG00000225964.1	ENSG00000134321.7	6980595	7005937	3.61188707228382e-18	25342	0	0	0	3.32996e-07	6.08171e-14	7.72828157467561	0
2_internal_20727	3465335	7022228	ENSG00000225964.1	ENSG00000134326.7	6980595	7006766	1.34841536119473e-23	26171	0	0	0	3.32996e-07	3.97854e-15	7.72828157467561	0
2_internal_20727	3465335	7022228	ENSG00000225964.1	ENSG00000228203.1	6980595	7058813	1.78449948077401e-06	78218	18292	0	36585	3.32996e-07	1.33794e-07	7.72828157467561	0
2_internal_20727	3465335	7022228	ENSG00000225964.1	ENSG00000223884.1	6980595	7218011	0.0198457190746751	237416	97891	0	195783	3.32996e-07	0.00189418	7.72828157467561	0
2_internal_20727	3465335	7022228	ENSG00000134321.7	ENSG00000134326.7	7005937	7006766	3.68049240598972e-99	829	0	0	0	6.08171e-14	3.97854e-15	6.84484558864806	0
2_internal_20727	3465335	7022228	ENSG00000134321.7	ENSG00000228203.1	7005937	7058813	9.32450377882876e-13	52876	18292	0	36585	6.08171e-14	1.33794e-07	6.84484558864806	0
2_internal_20727	3465335	7022228	ENSG00000134321.7	ENSG00000223884.1	7005937	7218011	0.010427907926596	212074	97891	0	195783	6.08171e-14	0.00189418	6.84484558864806	0
2_internal_20727	3465335	7022228	ENSG00000134326.7	ENSG00000228203.1	7006766	7058813	2.54992231479444e-14	52047	18292	0	36585	3.97854e-15	1.33794e-07	10.2727142103595	0
2_internal_20727	3465335	7022228	ENSG00000134326.7	ENSG00000223884.1	7006766	7218011	0.00133605319272527	211245	97891	0	195783	3.97854e-15	0.00189418	10.2727142103595	0
2_internal_20727	3465335	7022228	ENSG00000228203.1	ENSG00000223884.1	7058813	7218011	0.000394488875122439	159198	116184	36585	195783	1.33794e-07	0.00189418	4.91643288288016	0
2_internal_19454	9136004	9196032	ENSG00000143797.7	ENSG00000143797.7	9143942	9143942	1	0	0	0	0	1.1175e-07	0.000978936	3.23847519635702	0
2_internal_19800	9282678	9488156	ENSG00000143797.7	ENSG00000143797.7	9143942	9143942	1	0	138736	138736	138736	0.844394	9.53289e-05	0	0
2_internal_19800	9282678	9488156	ENSG00000143797.7	ENSG00000151693.5	9143942	9346894	0.042523219156531	202952	69368	138736	0	0.844394	5.8907e-18	0	0
2_internal_19800	9282678	9488156	ENSG00000143797.7	ENSG00000119185.8	9143942	9563676	0.584003039614034	419734	107128	138736	75520	0.844394	1.18851e-06	0	0
2_internal_19800	9282678	9488156	ENSG00000143797.7	ENSG00000151693.5	9143942	9346894	0.042523219156531	202952	69368	138736	0	9.53289e-05	5.8907e-18	0	0
2_internal_19800	9282678	9488156	ENSG00000143797.7	ENSG00000119185.8	9143942	9563676	0.584003039614034	419734	107128	138736	75520	9.53289e-05	1.18851e-06	0	0
2_internal_19800	9282678	9488156	ENSG00000151693.5	ENSG00000119185.8	9346894	9563676	2.79220139391418e-10	216782	37760	0	75520	5.8907e-18	1.18851e-06	3.75982037309165	0
2_internal_21101	9766358	10189756	ENSG00000260077.1	ENSG00000172059.6	10180790	10182976	1.07853406671322e-07	2186	0	0	0	6.63721e-08	8.5227e-14	8.49252123338524	0
2_internal_21101	9766358	10189756	ENSG00000260077.1	ENSG00000205795.4	10180790	10221071	0.12616708171321	40281	15657	0	31315	6.63721e-08	1.01743e-06	8.49252123338524	0
2_internal_21101	9766358	10189756	ENSG00000172059.6	ENSG00000205795.4	10182976	10221071	0.0194637190153069	38095	15657	0	31315	8.5227e-14	1.01743e-06	8.49252123338524	0
2_internal_16582	11272379	11319131	ENSG00000162976.8	ENSG00000134318.9	11295324	11488456	0.38684541335908	193132	84662	0	169325	4.07158e-05	0.00046945	0	0
2_internal_13844	11300272	11451882	ENSG00000162976.8	ENSG00000134318.9	11295324	11488456	0.38684541335908	193132	20761	4948	36574	1.35585e-10	0.000572447	0	0
2_internal_16508	20086778	20101210	ENSG00000228784.1	ENSG00000183891.5	20068621	20101747	0.645602149830838	33126	9347	18157	537	0.000740252	5.74295e-07	1.54203978804148	0
2_internal_15980	24150226	24165500	ENSG00000173960.8	ENSG00000219626.4	24150155	24299396	0.112672269170023	149241	66983	71	133896	4.75534e-22	0.00142574	0	0
2_internal_15980	24150226	24165500	ENSG00000173960.8	ENSG00000266118.1	24150155	24347236	0.163554925779422	197081	90903	71	181736	4.75534e-22	0.00128036	0	0
2_internal_15980	24150226	24165500	ENSG00000219626.4	ENSG00000266118.1	24299396	24347236	2.41594426272727e-41	47840	157816	133896	181736	0.00142574	0.00128036	9.58679793060502	0
2_internal_13455	25094830	25110710	ENSG00000173960.8	ENSG00000138092.6	24150155	25016005	0.00180897294827206	865850	511750	944675	78825	0.000272322	2.14149e-14	0	0
2_internal_13455	25094830	25110710	ENSG00000173960.8	ENSG00000138031.9	24150155	25142708	0.00301478920367721	992553	488336	944675	31998	0.000272322	4.9321e-29	0	0
2_internal_13455	25094830	25110710	ENSG00000138092.6	ENSG00000138031.9	25016005	25142708	1.87602227328639e-35	126703	55411	78825	31998	2.14149e-14	4.9321e-29	0	0
2_internal_18328	25383374	25389275	ENSG00000084710.9	ENSG00000261452.1	25264999	25380063	2.18487298333707e-10	115064	60843	118375	3311	9.50331e-15	1.07599e-09	0	0
2_internal_18328	25383374	25389275	ENSG00000084710.9	ENSG00000115138.6	25264999	25391772	5.16037299540629e-20	126773	60436	118375	2497	9.50331e-15	1.44695e-23	0	0
2_internal_18328	25383374	25389275	ENSG00000261452.1	ENSG00000115138.6	25380063	25391772	2.03323847336309e-13	11709	2904	3311	2497	1.07599e-09	1.44695e-23	0	0
2_internal_20388	29173055	29353846	ENSG00000226833.1	ENSG00000189350.7	28959071	29179477	0.107810147107262	220406	106992	213984	0	0.000280332	9.00346e-21	0	0
2_internal_20388	29173055	29353846	ENSG00000226833.1	ENSG00000179270.5	28959071	29297127	0.402025423842859	338056	106992	213984	0	0.000280332	2.68871e-06	0	0
2_internal_20388	29173055	29353846	ENSG00000189350.7	ENSG00000179270.5	29179477	29297127	1.45199582902245e-15	117650	0	0	0	9.00346e-21	2.68871e-06	8.51445935336755	0
20_internal_7381	625756	660862	ENSG00000234516.1	ENSG00000172070.5	629157	656444	1.7688035717508e-179	27287	0	0	0	7.85875e-10	8.91984e-10	0	0
20_internal_7003	809552	840948	ENSG00000125898.7	ENSG00000251390.2	814358	825767	3.25505508405249e-66	11409	0	0	0	2.4021e-20	1.47694e-12	0	0
20_internal_5934	1412866	1485150	ENSG00000258950.1	ENSG00000196209.7	1454487	1472233	5.14653282394569e-47	17746	0	0	0	1.41209e-10	1.01552e-14	0	0
20_internal_7407	1489742	1875139	ENSG00000125900.8	ENSG00000260861.2	1539489	1600655	0.813692611249818	61166	0	0	0	0.000945061	0.000820766	11.5453545382248	0
