CRD_ID	CRD_ID_start	CRD_ID_end	gene1	gene2	gene1_start	gene2_start	adj_pval	dist_btw_genes	meanCRD_dist_2_genes	CRD_gene1_dist	CRD_gene2_dist	pval_CRDgene1	pval_CRDgene2	meanHiC_CRD_genes	sameCRD
19_internal_27334	3093905	3110401	ENSG00000267139.1	ENSG00000267688.1	3119302	3122126	4.12097688939851e-12	2824	10313	8901	11725	4.93329e-07	7.89491e-07	0	0
2_internal_51076	24150124	24162668	ENSG00000173960.8	ENSG00000219626.4	24150155	24299396	0.112672269170023	149241	68364	0	136728	2.52854e-06	0.00013735	0	0
2_internal_51076	24150124	24162668	ENSG00000173960.8	ENSG00000115129.9	24150155	24308731	0.522667085764417	158576	73031	0	146063	2.52854e-06	0.000519351	0	0
2_internal_51076	24150124	24162668	ENSG00000219626.4	ENSG00000115129.9	24299396	24308731	1.64341136275465e-14	9335	141395	136728	146063	0.00013735	0.000519351	9.58679793060502	0
2_internal_41952	27301196	27308435	ENSG00000138080.9	ENSG00000243943.4	27301435	27805897	0.325142489873733	504462	248731	0	497462	3.43693e-10	0.00264747	0	0
2_internal_49638	27597822	27725780	ENSG00000084774.8	ENSG00000115216.9	27440258	27650657	0.652663606994824	210399	78782	157564	0	0.00122217	7.91914e-09	0	0
2_internal_49638	27597822	27725780	ENSG00000084774.8	ENSG00000198522.8	27440258	27851114	0.85899445350327	410856	141449	157564	125334	0.00122217	0.00026297	0	0
2_internal_49638	27597822	27725780	ENSG00000115216.9	ENSG00000198522.8	27650657	27851114	0.0207904046145784	200457	62667	0	125334	7.91914e-09	0.00026297	3.91276137290403	0
20_internal_13338	1449715	1472915	ENSG00000258950.1	ENSG00000196209.7	1454487	1472233	5.14653282394569e-47	17746	0	0	0	1.13219e-09	4.3186e-16	0	0
20_internal_11127	25433879	25566564	ENSG00000100994.7	ENSG00000231081.1	25228705	25991167	0.438767424297858	762462	314888	205174	424603	1.23937e-11	0.00288822	4.03142867519512	0
20_internal_12410	31331289	31366487	ENSG00000149600.6	ENSG00000260257.1	31331814	31444848	0.0903900535699145	113034	39180	0	78361	3.40052e-05	0.000985691	0.877234876523166	0
21_internal_5138	19258041	19614113	ENSG00000240770.1	ENSG00000244676.1	19164840	19165805	5.92743452164155e-07	965	92718	93201	92236	3.44664e-06	0.000121547	7.60576508952896	0
21_internal_5138	19258041	19614113	ENSG00000240770.1	ENSG00000154642.6	19164840	19191703	1.00603859718692e-22	26863	79769	93201	66338	3.44664e-06	4.00015e-12	7.60576508952896	0
21_internal_5138	19258041	19614113	ENSG00000244676.1	ENSG00000154642.6	19165805	19191703	4.16486712887702e-14	25898	79287	92236	66338	0.000121547	4.00015e-12	7.60576508952896	0
21_internal_5291	30565637	30670417	ENSG00000156261.8	ENSG00000215533.4	30446118	30565801	0.46905819816953	119683	59759	119519	0	0.0056864	6.7055e-32	12.4868576688804	0
21_internal_4984	34394413	34444585	ENSG00000228961.1	ENSG00000205927.4	34331196	34398153	1.75482839886494e-05	66957	31608	63217	0	2.69486e-07	7.70009e-13	0	0
21_internal_4984	34394413	34444585	ENSG00000228961.1	ENSG00000232539.1	34331196	34430135	2.01127652695752e-07	98939	31608	63217	0	2.69486e-07	6.67793e-09	0	0
21_internal_4984	34394413	34444585	ENSG00000228961.1	ENSG00000184221.8	34331196	34442450	1.58179770228675e-08	111254	31608	63217	0	2.69486e-07	3.74161e-19	0	0
21_internal_4984	34394413	34444585	ENSG00000228961.1	ENSG00000227757.1	34331196	34443410	0.00184295562620093	112214	31608	63217	0	2.69486e-07	1.64871e-07	0	0
21_internal_4984	34394413	34444585	ENSG00000205927.4	ENSG00000232539.1	34398153	34430135	1.78848110926599e-21	31982	0	0	0	7.70009e-13	6.67793e-09	0	0
21_internal_4984	34394413	34444585	ENSG00000205927.4	ENSG00000184221.8	34398153	34442450	2.80562624140521e-32	44297	0	0	0	7.70009e-13	3.74161e-19	0	0
21_internal_4984	34394413	34444585	ENSG00000205927.4	ENSG00000227757.1	34398153	34443410	3.58071806456974e-09	45257	0	0	0	7.70009e-13	1.64871e-07	0	0
21_internal_4984	34394413	34444585	ENSG00000232539.1	ENSG00000184221.8	34430135	34442450	2.64743299015e-22	12315	0	0	0	6.67793e-09	3.74161e-19	0	0
21_internal_4984	34394413	34444585	ENSG00000232539.1	ENSG00000227757.1	34430135	34443410	4.72856824721463e-07	13275	0	0	0	6.67793e-09	1.64871e-07	0	0
21_internal_4984	34394413	34444585	ENSG00000184221.8	ENSG00000227757.1	34442450	34443410	1.11478812721733e-19	960	0	0	0	3.74161e-19	1.64871e-07	3.89280791590064	0
21_internal_5310	40760634	40817304	ENSG00000182093.9	ENSG00000157578.8	40752170	40817731	2.30741662594995e-36	65561	4445	8464	427	5.70327e-09	5.35841e-08	2.69771615070287	0
21_internal_4529	42791868	42799142	ENSG00000183486.8	ENSG00000157601.9	42733870	42792231	4.05350538391599e-38	58361	28999	57998	0	2.71593e-05	1.81965e-16	7.88352976623667	0
21_internal_4529	42791868	42799142	ENSG00000183486.8	ENSG00000228318.1	42733870	42814669	8.97230376390929e-37	80799	36762	57998	15527	2.71593e-05	2.27635e-16	7.88352976623667	0
21_internal_4529	42791868	42799142	ENSG00000157601.9	ENSG00000228318.1	42792231	42814669	4.55764980720511e-144	22438	7763	0	15527	1.81965e-16	2.27635e-16	0	0
21_internal_4352	42792502	42798200	ENSG00000157601.9	ENSG00000228318.1	42792231	42814669	4.55764980720511e-144	22438	8370	271	16469	0.000152847	0.000295384	0	0
22_internal_13490	24235824	24384526	ENSG00000240972.1	ENSG00000099974.7	24236191	24309089	0.135625602028918	72898	0	0	0	2.9014e-05	2.77316e-24	5.15052695886075	0
22_internal_13490	24235824	24384526	ENSG00000240972.1	ENSG00000099977.9	24236191	24322660	0.0930198026288163	86469	0	0	0	2.9014e-05	2.07203e-26	5.15052695886075	0
22_internal_13490	24235824	24384526	ENSG00000099974.7	ENSG00000099977.9	24309089	24322660	2.56087498531166e-127	13571	0	0	0	2.77316e-24	2.07203e-26	0	0
22_internal_8911	30988476	31030854	ENSG00000268538.1	ENSG00000185339.4	30814469	31002825	0.138312866714605	188356	87003	174007	0	0.000764425	1.11601e-10	0	0
3_internal_26617	10247488	10329246	ENSG00000157014.5	ENSG00000231177.4	10289707	10326103	1.43970748131476e-18	36396	0	0	0	2.76725e-11	6.07452e-13	0	0
3_internal_26617	10247488	10329246	ENSG00000157014.5	ENSG00000240288.1	10289707	10327472	2.64642119703276e-25	37765	0	0	0	2.76725e-11	1.36954e-12	0	0
3_internal_26617	10247488	10329246	ENSG00000231177.4	ENSG00000240288.1	10326103	10327472	1.60375064140594e-18	1369	0	0	0	6.07452e-13	1.36954e-12	3.12396866634897	0
3_internal_28351	40428331	40494734	ENSG00000170011.9	ENSG00000168032.4	39850405	40428647	2.11968437463936e-05	578242	288963	577926	0	1.59525e-07	3.97646e-16	0	0
3_internal_28351	40428331	40494734	ENSG00000170011.9	ENSG00000223797.1	39850405	40494820	6.4246155349165e-05	644415	289006	577926	86	1.59525e-07	4.1143e-12	0	0
3_internal_28351	40428331	40494734	ENSG00000170011.9	ENSG00000188846.9	39850405	40498783	0.557086455999607	648378	290987	577926	4049	1.59525e-07	0.00521384	0	0
3_internal_28351	40428331	40494734	ENSG00000170011.9	ENSG00000177842.7	39850405	40547483	0.561165125725481	697078	315337	577926	52749	1.59525e-07	0.00154181	0	0
3_internal_28351	40428331	40494734	ENSG00000168032.4	ENSG00000223797.1	40428647	40494820	1.9888855763967e-11	66173	43	0	86	3.97646e-16	4.1143e-12	0	0
3_internal_28351	40428331	40494734	ENSG00000168032.4	ENSG00000188846.9	40428647	40498783	0.27091702962544	70136	2024	0	4049	3.97646e-16	0.00521384	0	0
3_internal_28351	40428331	40494734	ENSG00000168032.4	ENSG00000177842.7	40428647	40547483	0.0315554101475958	118836	26374	0	52749	3.97646e-16	0.00154181	0	0
3_internal_28351	40428331	40494734	ENSG00000223797.1	ENSG00000188846.9	40494820	40498783	0.00374035482501922	3963	2067	86	4049	4.1143e-12	0.00521384	0	0
3_internal_28351	40428331	40494734	ENSG00000223797.1	ENSG00000177842.7	40494820	40547483	0.00779934814684077	52663	26417	86	52749	4.1143e-12	0.00154181	0	0
3_internal_28351	40428331	40494734	ENSG00000188846.9	ENSG00000177842.7	40498783	40547483	0.392383979209147	48700	28399	4049	52749	0.00521384	0.00154181	0	0
3_internal_24886	44622597	44666126	ENSG00000196345.7	ENSG00000144792.5	44596685	44619715	1.7700668158873e-08	23030	14397	25912	2882	0.000728381	1.45169e-06	0	0
3_internal_24886	44622597	44666126	ENSG00000196345.7	ENSG00000196653.7	44596685	44754135	1.46822935848229e-08	157450	56960	25912	88009	0.000728381	1.03386e-05	0	0
3_internal_24886	44622597	44666126	ENSG00000196345.7	ENSG00000163807.4	44596685	44803154	0.901529191717589	206469	81470	25912	137028	0.000728381	0.00100968	0	0
3_internal_24886	44622597	44666126	ENSG00000144792.5	ENSG00000196653.7	44619715	44754135	5.3190937148626e-09	134420	45445	2882	88009	1.45169e-06	1.03386e-05	0	0
3_internal_24886	44622597	44666126	ENSG00000144792.5	ENSG00000163807.4	44619715	44803154	0.895319245496879	183439	69955	2882	137028	1.45169e-06	0.00100968	0	0
3_internal_24886	44622597	44666126	ENSG00000196653.7	ENSG00000163807.4	44754135	44803154	0.0601234619295734	49019	112518	88009	137028	1.03386e-05	0.00100968	5.4539562416102	0
3_internal_34064	44666363	44771317	ENSG00000196345.7	ENSG00000144792.5	44596685	44619715	1.7700668158873e-08	23030	58163	69678	46648	4.16761e-05	3.22153e-05	6.57128185836627	0
3_internal_34064	44666363	44771317	ENSG00000196345.7	ENSG00000169981.6	44596685	44690219	1.82172068785527e-09	93534	34839	69678	0	4.16761e-05	5.40166e-10	6.57128185836627	0
3_internal_34064	44666363	44771317	ENSG00000196345.7	ENSG00000236869.1	44596685	44727145	0.00130604186376976	130460	34839	69678	0	4.16761e-05	4.42911e-05	6.57128185836627	0
3_internal_34064	44666363	44771317	ENSG00000196345.7	ENSG00000196653.7	44596685	44754135	1.46822935848229e-08	157450	34839	69678	0	4.16761e-05	1.5701e-30	6.57128185836627	0
3_internal_34064	44666363	44771317	ENSG00000196345.7	ENSG00000186446.7	44596685	44771088	0.00252063997561059	174403	34839	69678	0	4.16761e-05	1.56984e-12	6.57128185836627	0
3_internal_34064	44666363	44771317	ENSG00000196345.7	ENSG00000163807.4	44596685	44803154	0.901529191717589	206469	50757	69678	31837	4.16761e-05	3.82523e-05	6.57128185836627	0
3_internal_34064	44666363	44771317	ENSG00000144792.5	ENSG00000169981.6	44619715	44690219	1.00796707271368e-11	70504	23324	46648	0	3.22153e-05	5.40166e-10	0	0
3_internal_34064	44666363	44771317	ENSG00000144792.5	ENSG00000236869.1	44619715	44727145	0.126955783737915	107430	23324	46648	0	3.22153e-05	4.42911e-05	0	0
3_internal_34064	44666363	44771317	ENSG00000144792.5	ENSG00000196653.7	44619715	44754135	5.3190937148626e-09	134420	23324	46648	0	3.22153e-05	1.5701e-30	0	0
3_internal_34064	44666363	44771317	ENSG00000144792.5	ENSG00000186446.7	44619715	44771088	1.36517887389534e-07	151373	23324	46648	0	3.22153e-05	1.56984e-12	0	0
3_internal_34064	44666363	44771317	ENSG00000144792.5	ENSG00000163807.4	44619715	44803154	0.895319245496879	183439	39242	46648	31837	3.22153e-05	3.82523e-05	0	0
3_internal_34064	44666363	44771317	ENSG00000169981.6	ENSG00000236869.1	44690219	44727145	0.002877388224373	36926	0	0	0	5.40166e-10	4.42911e-05	0	0
3_internal_34064	44666363	44771317	ENSG00000169981.6	ENSG00000196653.7	44690219	44754135	1.43967307168212e-19	63916	0	0	0	5.40166e-10	1.5701e-30	0	0
3_internal_34064	44666363	44771317	ENSG00000169981.6	ENSG00000186446.7	44690219	44771088	1.09153512441798e-11	80869	0	0	0	5.40166e-10	1.56984e-12	0	0
3_internal_34064	44666363	44771317	ENSG00000169981.6	ENSG00000163807.4	44690219	44803154	0.604676757531376	112935	15918	0	31837	5.40166e-10	3.82523e-05	0	0
3_internal_34064	44666363	44771317	ENSG00000236869.1	ENSG00000196653.7	44727145	44754135	0.0041031394428329	26990	0	0	0	4.42911e-05	1.5701e-30	0	0
3_internal_34064	44666363	44771317	ENSG00000236869.1	ENSG00000186446.7	44727145	44771088	0.432668228625851	43943	0	0	0	4.42911e-05	1.56984e-12	0	0
3_internal_34064	44666363	44771317	ENSG00000236869.1	ENSG00000163807.4	44727145	44803154	0.962531230018245	76009	15918	0	31837	4.42911e-05	3.82523e-05	0	0
3_internal_34064	44666363	44771317	ENSG00000196653.7	ENSG00000186446.7	44754135	44771088	6.03720750873102e-16	16953	0	0	0	1.5701e-30	1.56984e-12	2.79259563668149	0
3_internal_34064	44666363	44771317	ENSG00000196653.7	ENSG00000163807.4	44754135	44803154	0.0601234619295734	49019	15918	0	31837	1.5701e-30	3.82523e-05	2.79259563668149	0
3_internal_34064	44666363	44771317	ENSG00000186446.7	ENSG00000163807.4	44771088	44803154	0.925142593076001	32066	15918	0	31837	1.56984e-12	3.82523e-05	6.23894808509999	0
4_internal_30360	124233	467795	ENSG00000197701.7	ENSG00000197701.7	53179	53179	1	0	71054	71054	71054	0.985488	0.000277825	0	0
4_internal_30360	124233	467795	ENSG00000197701.7	ENSG00000250312.2	53179	124386	0.028417156392411	71207	35527	71054	0	0.985488	4.18111e-28	0	0
4_internal_30360	124233	467795	ENSG00000197701.7	ENSG00000250312.2	53179	124386	0.028417156392411	71207	35527	71054	0	0.000277825	4.18111e-28	0	0
4_internal_20918	713180	779881	ENSG00000233799.1	ENSG00000249592.1	758862	775637	8.15595104503817e-31	16775	0	0	0	1.53046e-07	4.01512e-06	1.34868279222989	0
4_internal_22537	1088182	1093849	ENSG00000251652.1	ENSG00000227189.2	1107427	1145160	4.55035374187628e-30	37733	32444	13578	51311	3.01563e-07	3.57228e-08	0	0
4_internal_27064	1107260	1160898	ENSG00000251652.1	ENSG00000227189.2	1107427	1145160	4.55035374187628e-30	37733	0	0	0	0.0054944	6.76075e-05	3.61105317158571	0
4_internal_19756	1135182	1148457	ENSG00000251652.1	ENSG00000251652.1	1107427	1107427	1	0	27755	27755	27755	0.944229	0.00017448	3.61105317158571	0
4_internal_19756	1135182	1148457	ENSG00000251652.1	ENSG00000227189.2	1107427	1145160	4.55035374187628e-30	37733	13877	27755	0	0.944229	9.89076e-05	3.61105317158571	0
4_internal_19756	1135182	1148457	ENSG00000251652.1	ENSG00000227189.2	1107427	1145160	4.55035374187628e-30	37733	13877	27755	0	0.00017448	9.89076e-05	3.61105317158571	0
4_internal_19441	1334730	1366663	ENSG00000196810.4	ENSG00000253399.1	1243088	1352267	0.522292486743667	109179	45821	91642	0	0.000111503	7.22649e-05	11.4810237017576	0
4_internal_29408	11369008	11398984	ENSG00000002587.5	ENSG00000251152.1	11431389	11470874	2.88579808299893e-82	39485	52147	32405	71890	1.31224e-32	7.44246e-31	0	0
4_internal_20400	17578859	17616192	ENSG00000002549.7	ENSG00000249502.1	17578815	17616194	1.89061179707455e-30	37379	23	44	2	3.2904e-24	6.24526e-13	9.12841575319235	0
4_internal_20400	17578859	17616192	ENSG00000002549.7	ENSG00000118579.6	17578815	17616254	1.8894498458048e-05	37439	53	44	62	3.2904e-24	2.10053e-10	9.12841575319235	0
4_internal_20400	17578859	17616192	ENSG00000249502.1	ENSG00000118579.6	17616194	17616254	0.22236508202604	60	32	2	62	6.24526e-13	2.10053e-10	9.12841575319235	0
4_internal_20094	17615963	17643750	ENSG00000002549.7	ENSG00000118579.6	17578815	17616254	1.8894498458048e-05	37439	18574	37148	0	0.00213329	0.000107395	14.1005365175138	0
5_internal_25502	467153	482408	ENSG00000225138.2	ENSG00000066230.6	478238	524447	9.15928265979001e-65	46209	21019	0	42039	2.05339e-13	5.23427e-13	0	0
5_internal_37020	493263	574245	ENSG00000225138.2	ENSG00000066230.6	478238	524447	9.15928265979001e-65	46209	7512	15025	0	1.80446e-05	1.51183e-05	0	0
6_internal_55529	10878346	10887368	ENSG00000137210.7	ENSG00000153157.8	10747973	10748027	7.74031035414499e-36	54	130346	130373	130319	4.90935e-15	5.82943e-20	0	0
6_internal_44219	26745280	26988290	ENSG00000182952.3	ENSG00000261584.1	26538572	26686469	0.90749885446328	147897	132759	206708	58811	9.67115e-06	3.28358e-05	0	0
6_internal_38586	28058725	28129499	ENSG00000197279.3	ENSG00000187626.7	28048753	28227011	0.288898866085231	178258	53742	9972	97512	3.85138e-05	4.70477e-05	0	0
6_internal_43095	28874480	28890070	ENSG00000204713.6	ENSG00000214922.3	28891766	29716826	0.0794349051354989	825060	414226	1696	826756	3.8324e-22	0.867954	39.9771646836758	0
6_internal_43095	28874480	28890070	ENSG00000204713.6	ENSG00000214922.3	28891766	29716826	0.0794349051354989	825060	414226	1696	826756	3.8324e-22	3.09345e-05	39.9771646836758	0
6_internal_43095	28874480	28890070	ENSG00000214922.3	ENSG00000214922.3	29716826	29716826	1	0	826756	826756	826756	0.867954	3.09345e-05	0	0
6_internal_54439	29593383	29711589	ENSG00000204713.6	ENSG00000214922.3	28891766	29716826	0.0794349051354989	825060	353427	701617	5237	4.29927e-05	2.53233e-06	3.83167750970291	0
6_internal_54702	29623647	29649808	ENSG00000204681.5	ENSG00000214922.3	29601753	29716826	0.33166602845141	115073	44456	21894	67018	9.38227e-11	3.25725e-05	0	0
6_internal_37125	29709603	29795362	ENSG00000204642.8	ENSG00000214922.3	29690552	29716826	1.50222735968543e-22	26274	9525	19051	0	6.90698e-06	1.37132e-05	0	0
6_internal_37125	29709603	29795362	ENSG00000204642.8	ENSG00000204632.7	29690552	29794744	0.201530582259428	104192	9525	19051	0	6.90698e-06	6.71469e-07	0	0
6_internal_37125	29709603	29795362	ENSG00000204642.8	ENSG00000204632.7	29690552	29794744	0.201530582259428	104192	9525	19051	0	6.90698e-06	8.58636e-07	0	0
6_internal_37125	29709603	29795362	ENSG00000204642.8	ENSG00000206503.7	29690552	29909037	0.815697364529784	218485	66363	19051	113675	6.90698e-06	4.91008e-07	0	0
6_internal_37125	29709603	29795362	ENSG00000214922.3	ENSG00000204632.7	29716826	29794744	0.12819493951183	77918	0	0	0	1.37132e-05	6.71469e-07	0	0
6_internal_37125	29709603	29795362	ENSG00000214922.3	ENSG00000204632.7	29716826	29794744	0.12819493951183	77918	0	0	0	1.37132e-05	8.58636e-07	0	0
6_internal_37125	29709603	29795362	ENSG00000214922.3	ENSG00000206503.7	29716826	29909037	0.884531644203108	192211	56837	0	113675	1.37132e-05	4.91008e-07	0	0
6_internal_37125	29709603	29795362	ENSG00000204632.7	ENSG00000204632.7	29794744	29794744	1	0	0	0	0	6.71469e-07	8.58636e-07	0	0
6_internal_37125	29709603	29795362	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	56837	0	113675	6.71469e-07	4.91008e-07	0	0
6_internal_37125	29709603	29795362	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	56837	0	113675	8.58636e-07	4.91008e-07	0	0
6_internal_37122	29629717	29649025	ENSG00000214922.3	ENSG00000204632.7	29716826	29794744	0.12819493951183	77918	106760	67801	145719	4.01354e-07	0.000164858	0	0
6_internal_37122	29629717	29649025	ENSG00000214922.3	ENSG00000206503.7	29716826	29909037	0.884531644203108	192211	163906	67801	260012	4.01354e-07	1.17725e-05	0	0
6_internal_37122	29629717	29649025	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	202865	145719	260012	0.000164858	1.17725e-05	4.42282227677084	0
6_internal_35763	29858253	29913099	ENSG00000214922.3	ENSG00000204632.7	29716826	29794744	0.12819493951183	77918	102468	141427	63509	5.50084e-11	6.92023e-05	0	0
6_internal_37373	29933512	30009752	ENSG00000214922.3	ENSG00000204632.7	29716826	29794744	0.12819493951183	77918	177727	216686	138768	1.05136e-05	9.1215e-06	0	0
6_internal_38341	29429347	29521047	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	330843	273697	387990	0.00264561	0.000906745	0	0
6_internal_47735	29705816	29911105	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	2.17164e-06	2.84837e-06	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000204632.7	29794744	29794744	1	0	0	0	0	0.879095	0.99374	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000204632.7	29794744	29794744	1	0	0	0	0	0.879095	6.33684e-05	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	0.879095	0.000119943	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	0.879095	0.0001403	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000204632.7	29794744	29794744	1	0	0	0	0	0.99374	6.33684e-05	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	0.99374	0.000119943	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	0.99374	0.0001403	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	6.33684e-05	0.000119943	0	0
6_internal_37189	29720642	29971568	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	6.33684e-05	0.0001403	0	0
6_internal_37189	29720642	29971568	ENSG00000206503.7	ENSG00000206503.7	29909037	29909037	1	0	0	0	0	0.000119943	0.0001403	0	0
6_internal_36824	29762011	29913344	ENSG00000204632.7	ENSG00000204632.7	29794744	29794744	1	0	0	0	0	0.159675	1.741e-11	0	0
6_internal_36824	29762011	29913344	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	0.159675	7.35207e-07	0	0
6_internal_36824	29762011	29913344	ENSG00000204632.7	ENSG00000204623.4	29794744	30029417	8.04612429345777e-05	234673	58036	0	116073	0.159675	1.7864e-13	0	0
6_internal_36824	29762011	29913344	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	1.741e-11	7.35207e-07	0	0
6_internal_36824	29762011	29913344	ENSG00000204632.7	ENSG00000204623.4	29794744	30029417	8.04612429345777e-05	234673	58036	0	116073	1.741e-11	1.7864e-13	0	0
6_internal_36824	29762011	29913344	ENSG00000206503.7	ENSG00000204623.4	29909037	30029417	0.137649694815312	120380	58036	0	116073	7.35207e-07	1.7864e-13	0	0
6_internal_58098	29766062	30009181	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	0	0	0	4.49672e-19	1.23591e-29	0	0
6_internal_36650	29796771	29943678	ENSG00000204632.7	ENSG00000204632.7	29794744	29794744	1	0	2027	2027	2027	0.00915617	2.0486e-05	0	0
6_internal_38534	29797421	29894323	ENSG00000204632.7	ENSG00000204580.7	29794744	30844198	0.174075389183856	1049454	476276	2677	949875	1.68668e-05	6.69943e-05	0	0
6_internal_39425	29856071	29894987	ENSG00000204632.7	ENSG00000206503.7	29794744	29909037	4.87296018574027e-29	114293	37688	61327	14050	0.000523379	0.000157143	0	0
6_internal_49408	30094981	30115029	ENSG00000234127.3	ENSG00000241370.1	30181204	30312908	0.265611682057333	131704	132027	66175	197879	0.000107827	0.000128212	0	0
1_internal_69838	793963	834357	ENSG00000228794.3	ENSG00000228794.3	762988	762988	1	0	30975	30975	30975	0.950255	3.94839e-05	0	0
1_internal_48846	954620	1016471	ENSG00000188976.6	ENSG00000188976.6	894689	894689	1	0	59931	59931	59931	0.905657	5.40896e-06	0	0
1_internal_48846	954620	1016471	ENSG00000188976.6	ENSG00000188290.6	894689	935552	0.272596553600686	40863	39499	59931	19068	0.905657	0.000120254	0	0
1_internal_48846	954620	1016471	ENSG00000188976.6	ENSG00000188290.6	894689	935552	0.272596553600686	40863	39499	59931	19068	5.40896e-06	0.000120254	0	0
1_internal_45672	1571802	1644836	ENSG00000268575.1	ENSG00000215790.2	1669127	1677431	1.27133580228918e-14	8304	28443	24291	32595	1.03527e-05	1.55953e-11	29.4586417091398	0
1_internal_47254	3701204	3713581	ENSG00000116198.8	ENSG00000198912.6	3773778	3816857	0.00046031598480771	43079	81736	60197	103276	1.54984e-12	0.000391476	0	0
1_internal_47499	3713353	3769351	ENSG00000116198.8	ENSG00000116198.8	3773778	3773778	1	0	4427	4427	4427	0.923136	5.57765e-05	17.7988146906399	0
1_internal_46984	3819355	3826644	ENSG00000198912.6	ENSG00000198912.6	3816857	3816857	1	0	2498	2498	2498	0.42545	2.46163e-06	5.33762133553344	0
1_internal_50966	7887200	8085194	ENSG00000049246.9	ENSG00000236266.1	7844380	7887402	1.22559828690699e-17	43022	21410	42820	0	3.95673e-31	2.49691e-05	2.80461512820957	0
1_internal_50966	7887200	8085194	ENSG00000049246.9	ENSG00000049247.9	7844380	7913572	7.01570175904e-27	69192	21410	42820	0	3.95673e-31	1.27298e-17	2.80461512820957	0
1_internal_50966	7887200	8085194	ENSG00000236266.1	ENSG00000049247.9	7887402	7913572	0.00861906523724222	26170	0	0	0	2.49691e-05	1.27298e-17	1.02929106439402	0
